Descrip,CaseID,Agency,Date,Location,City,State,latitude,longitude,LatLong
SUSPICIOUS VEHICLE,O0602235800,Charlotte-Mecklenburg Police,6/2/2014 23:58,900 BLOCK SUMMIT WALK DR,Charlotte,North Carolina,35.134269,-80.781577,35.134269:-80.781577
LARCENY-OTHER,20140602-2348-00,Charlotte-Mecklenburg Police,6/2/2014 23:48,4800 BLOCK ASHLEY CR,Charlotte,North Carolina,35.208358,-80.928148,35.208358:-80.928148
NON-AGGRAVATED ASSAULT,20140602-2346-00,Charlotte-Mecklenburg Police,6/2/2014 23:46,2500 BLOCK ROSEVIEW LN,Charlotte,North Carolina,35.22354,-80.780299,35.22354:-80.780299
SUSPICIOUS VEHICLE,O0602233600,Charlotte-Mecklenburg Police,6/2/2014 23:36,1500 BLOCK IVY MEADOW DR,Charlotte,North Carolina,35.290948,-80.731926,35.290948:-80.731926
VANDALISM,20140602-2324-02,Charlotte-Mecklenburg Police,6/2/2014 23:24,5500 BLOCK LARCHMONT AV,Charlotte,North Carolina,35.24966,-80.760067,35.24966:-80.760067
LARCENY FROM AUTO,20140602-2323-04,Charlotte-Mecklenburg Police,6/2/2014 23:23,900 BLOCK HAMILTON ST,Charlotte,North Carolina,35.240224,-80.84598,35.240224:-80.84598
SUSPICIOUS PERSON,O0602231401,Charlotte-Mecklenburg Police,6/2/2014 23:14,400 BLOCK WALNUT AV,Charlotte,North Carolina,35.235614,-80.862443,35.235614:-80.862443
SUSPICIOUS VEHICLE,O0602225003,Charlotte-Mecklenburg Police,6/2/2014 22:50,3100 BLOCK CLARK ST,Charlotte,North Carolina,35.233159,-80.784842,35.233159:-80.784842
NON-AGGRAVATED ASSAULT,20140602-2245-00,Charlotte-Mecklenburg Police,6/2/2014 22:45,3400 BLOCK OAK ARBOR LN,Charlotte,North Carolina,35.199439,-80.804864,35.199439:-80.804864
SUSPICIOUS VEHICLE,O0602224200,Charlotte-Mecklenburg Police,6/2/2014 22:42,2200 BLOCK W SUGAR CREEK RD,Charlotte,North Carolina,35.292881,-80.796351,35.292881:-80.796351
SUSPICIOUS VEHICLE,O0602223802,Charlotte-Mecklenburg Police,6/2/2014 22:38,3800 BLOCK GOSSETT AV,Charlotte,North Carolina,35.260851,-80.88288,35.260851:-80.88288
VANDALISM,20140602-2229-07,Charlotte-Mecklenburg Police,6/2/2014 22:29,9100 BLOCK SHARONBROOK DR,Charlotte,North Carolina,35.116158,-80.875899,35.116158:-80.875899
LARCENY FROM BUILDING,20140602-2220-04,Charlotte-Mecklenburg Police,6/2/2014 22:20,1500 BLOCK LITTLE ROCK RD,Charlotte,North Carolina,35.25981,-80.943125,35.25981:-80.943125
RESIDENTIAL BURGLARY,20140602-2219-00,Charlotte-Mecklenburg Police,6/2/2014 22:19,7200 BLOCK WALDON PARK LN,Charlotte,North Carolina,35.267145,-80.954443,35.267145:-80.954443
VANDALISM,20140602-2216-06,Charlotte-Mecklenburg Police,6/2/2014 22:16,3400 BLOCK CRAIG AV,Charlotte,North Carolina,35.192724,-80.791728,35.192724:-80.791728
FRAUD,20140602-2214-00,Charlotte-Mecklenburg Police,6/2/2014 22:14,8800 BLOCK CHALLENGER DR,Charlotte,North Carolina,35.284692,-80.739828,35.284692:-80.739828
SUSPICIOUS VEHICLE,O0602221306,Charlotte-Mecklenburg Police,6/2/2014 22:13,4500 BLOCK APPLEGATE RD,Charlotte,North Carolina,35.180571,-80.870851,35.180571:-80.870851
SUSPICIOUS VEHICLE,O0602221003,Charlotte-Mecklenburg Police,6/2/2014 22:10,9400 BLOCK BAYVIEW PY,Charlotte,North Carolina,35.227087,-80.843127,35.227087:-80.843127
SUSPICIOUS VEHICLE,O0602220805,Charlotte-Mecklenburg Police,6/2/2014 22:08,4000 BLOCK WESTINGHOUSE BV,Charlotte,North Carolina,35.135326,-80.97267,35.135326:-80.97267
SUSPICIOUS VEHICLE,O0602215400,Charlotte-Mecklenburg Police,6/2/2014 21:54,6200 BLOCK RICHFIELD LN,Charlotte,North Carolina,35.303073,-80.843364,35.303073:-80.843364
NON-AGGRAVATED ASSAULT,20140602-2152-04,Charlotte-Mecklenburg Police,6/2/2014 21:52,3500 BLOCK WHITEHALL PARK DR,Charlotte,North Carolina,35.150834,-80.949618,35.150834:-80.949618
FRAUD,20140602-2145-00,Charlotte-Mecklenburg Police,6/2/2014 21:45,6000 BLOCK TYVOLA GLEN CR,Charlotte,North Carolina,35.164925,-80.894382,35.164925:-80.894382
LARCENY FROM AUTO,20140602-2142-01,Charlotte-Mecklenburg Police,6/2/2014 21:42,1600 BLOCK ELIZABETH AV,Charlotte,North Carolina,35.213583,-80.826923,35.213583:-80.826923
LARCENY FROM BUILDING,20140602-2133-04,Charlotte-Mecklenburg Police,6/2/2014 21:33,1700 BLOCK EASTCREST DR,Charlotte,North Carolina,35.215956,-80.792626,35.215956:-80.792626
LARCENY-OTHER,20140602-2130-03,Charlotte-Mecklenburg Police,6/2/2014 21:30,11100 BLOCK S TRYON ST,Charlotte,North Carolina,35.117304,-80.960959,35.117304:-80.960959
SUSPICIOUS PERSON,O0602212602,Charlotte-Mecklenburg Police,6/2/2014 21:26,2700 BLOCK SHAMROCK DR,Charlotte,North Carolina,35.237957,-80.780948,35.237957:-80.780948
LARCENY FROM AUTO,20140602-2119-04,Huntersville Police,6/2/2014 21:19,16900 BLOCK KAUFINGER ST,Charlotte,North Carolina,35.442873,-80.857212,35.442873:-80.857212
VANDALISM,20140602-2118-01,Charlotte-Mecklenburg Police,6/2/2014 21:18,7100 BLOCK ALBEMARLE RD,Charlotte,North Carolina,35.203054,-80.723918,35.203054:-80.723918
SUSPICIOUS PERSON,O0602211704,Charlotte-Mecklenburg Police,6/2/2014 21:17,2500 BLOCK STRADBROOK DR,Charlotte,North Carolina,35.115915,-80.860646,35.115915:-80.860646
SUSPICIOUS VEHICLE,O0602211201,Charlotte-Mecklenburg Police,6/2/2014 21:12,4400 BLOCK DEVONHILL LN,Charlotte,North Carolina,35.306727,-80.826446,35.306727:-80.826446
SUSPICIOUS VEHICLE,O0602210601,Charlotte-Mecklenburg Police,6/2/2014 21:06,CURTISWOOD DR & EASTWAY DR,Charlotte,North Carolina,35.256042,-80.778858,35.256042:-80.778858
LARCENY FROM AUTO,20140602-2103-04,Charlotte-Mecklenburg Police,6/2/2014 21:03,3900 BLOCK SUNSET RD,Charlotte,North Carolina,35.308393,-80.873726,35.308393:-80.873726
LARCENY-OTHER,20140602-2100-00,Charlotte-Mecklenburg Police,6/2/2014 21:00,4300 BLOCK PARK RD,Charlotte,North Carolina,35.173698,-80.851546,35.173698:-80.851546
VANDALISM,20140602-2057-00,Charlotte-Mecklenburg Police,6/2/2014 20:57,5100 BLOCK CENTRAL AV,Charlotte,North Carolina,35.210206,-80.759175,35.210206:-80.759175
LARCENY-OTHER,20140602-2056-03,Huntersville Police,6/2/2014 20:56,15100 BLOCK BEATTIES FORD RD,Charlotte,North Carolina,35.333879,-80.874436,35.333879:-80.874436
SUSPICIOUS PERSON,O0602205300,Charlotte-Mecklenburg Police,6/2/2014 20:53,8200 BLOCK BELLA VISTA CT,Charlotte,North Carolina,35.323571,-80.852508,35.323571:-80.852508
LARCENY FROM AUTO,20140602-2051-01,Huntersville Police,6/2/2014 20:51,9600 BLOCK SHERRILL ESTATES DR,Charlotte,North Carolina,35.437341,-80.865271,35.437341:-80.865271
VANDALISM,20140602-2048-00,Charlotte-Mecklenburg Police,6/2/2014 20:48,1400 BLOCK JULES CT,Charlotte,North Carolina,35.127837,-80.783931,35.127837:-80.783931
LARCENY-SHOPLIFTING,20140602-2046-00,Charlotte-Mecklenburg Police,6/2/2014 20:46,3700 BLOCK CENTRAL AV,Charlotte,North Carolina,35.215634,-80.781716,35.215634:-80.781716
NON-AGGRAVATED ASSAULT,20140602-2040-02,Charlotte-Mecklenburg Police,6/2/2014 20:40,14400 BLOCK NORTHRIDGE DR,Charlotte,North Carolina,35.39465,-80.758716,35.39465:-80.758716
SUSPICIOUS PERSON,O0602203700,Charlotte-Mecklenburg Police,6/2/2014 20:37,1200 BLOCK SCOTLAND AV,Charlotte,North Carolina,35.191989,-80.820845,35.191989:-80.820845
NON-AGGRAVATED ASSAULT,20140602-2034-02,Charlotte-Mecklenburg Police,6/2/2014 20:34,6000 BLOCK FOREST POND DR,Charlotte,North Carolina,35.300531,-80.799363,35.300531:-80.799363
SUSPICIOUS VEHICLE,O0602203301,Charlotte-Mecklenburg Police,6/2/2014 20:33,BEATTIES FORD RD & GILBERT ST,Charlotte,North Carolina,35.268276,-80.854005,35.268276:-80.854005
NON-AGGRAVATED ASSAULT,20140602-2028-00,Charlotte-Mecklenburg Police,6/2/2014 20:28,1800 BLOCK REMOUNT,Charlotte,North Carolina,35.218784,-80.88352,35.218784:-80.88352
LARCENY-OTHER,20140602-2027-01,Charlotte-Mecklenburg Police,6/2/2014 20:27,11900 BLOCK SIR FRANCIS DRAKE DR,Charlotte,North Carolina,35.064077,-80.796236,35.064077:-80.796236
SUSPICIOUS VEHICLE,O0602202600,Charlotte-Mecklenburg Police,6/2/2014 20:26,3300 BLOCK RADBOURNE BV,Charlotte,North Carolina,35.33409,-80.784655,35.33409:-80.784655
ARMED ROBBERY,20140602-2025-01,Charlotte-Mecklenburg Police,6/2/2014 20:25,700 BLOCK TYVOLA RD,Charlotte,North Carolina,35.164193,-80.884293,35.164193:-80.884293
SUSPICIOUS PERSON,O0602202100,Charlotte-Mecklenburg Police,6/2/2014 20:21,6900 BLOCK SHANNOPIN DR,Charlotte,North Carolina,35.108788,-80.767374,35.108788:-80.767374
LARCENY-OTHER,20140602-2020-01,Charlotte-Mecklenburg Police,6/2/2014 20:20,5600 BLOCK GRAND CANAL WY,Charlotte,North Carolina,35.131857,-80.780214,35.131857:-80.780214
SUSPICIOUS PERSON,O0602200806,Charlotte-Mecklenburg Police,6/2/2014 20:08,2000 BLOCK ATHERTON HEIGHTS LN,Charlotte,North Carolina,35.208564,-80.858159,35.208564:-80.858159
SUSPICIOUS PERSON,O0602195900,Charlotte-Mecklenburg Police,6/2/2014 19:59,10900 BLOCK POINT SOUTH DR,Charlotte,North Carolina,35.119008,-80.958752,35.119008:-80.958752
SUSPICIOUS VEHICLE,O0602195703,Charlotte-Mecklenburg Police,6/2/2014 19:57,10100 BLOCK WOODY RIDGE RD,Charlotte,North Carolina,35.126026,-80.902583,35.126026:-80.902583
LARCENY-SHOPLIFTING,20140602-1955-02,Charlotte-Mecklenburg Police,6/2/2014 19:55,6800 BLOCK NORTHLAKE MALL DR,Charlotte,North Carolina,35.350015,-80.852338,35.350015:-80.852338
SUSPICIOUS PERSON,O0602195201,Charlotte-Mecklenburg Police,6/2/2014 19:52,1000 BLOCK COVEWOOD CT,Charlotte,North Carolina,35.138099,-80.747938,35.138099:-80.747938
ARSON,20140602-1950-00,Charlotte-Mecklenburg Police,6/2/2014 19:50,2200 BLOCK CANTERWOOD DR,Charlotte,North Carolina,35.277996,-80.769192,35.277996:-80.769192
SUSPICIOUS PERSON,O0602194000,Charlotte-Mecklenburg Police,6/2/2014 19:40,6600 BLOCK TOUCHWOOD DR,Charlotte,North Carolina,35.223263,-80.7186,35.223263:-80.7186
SUSPICIOUS PERSON,O0602194002,Charlotte-Mecklenburg Police,6/2/2014 19:40,SHARON RD & SHARON VIEW RD,Charlotte,North Carolina,35.144081,-80.832982,35.144081:-80.832982
RESIDENTIAL BURGLARY,20140602-1938-03,Charlotte-Mecklenburg Police,6/2/2014 19:38,1900 BLOCK FOREST SIDE LN,Charlotte,North Carolina,35.308127,-80.712539,35.308127:-80.712539
NON-AGGRAVATED ASSAULT,20140602-1935-00,Charlotte-Mecklenburg Police,6/2/2014 19:35,8000 BLOCK WOODSCAPE DR,Charlotte,North Carolina,35.163106,-80.74822,35.163106:-80.74822
LARCENY FROM AUTO,20140602-1934-00,Charlotte-Mecklenburg Police,6/2/2014 19:34,8400 BLOCK OLD STATESVILLE RD,Charlotte,North Carolina,35.335896,-80.824348,35.335896:-80.824348
SUSPICIOUS VEHICLE,O0602193404,Charlotte-Mecklenburg Police,6/2/2014 19:34,3100 BLOCK MILL POND RD,Charlotte,North Carolina,35.13624,-80.82045,35.13624:-80.82045
NON-AGGRAVATED ASSAULT,20140602-1933-01,Charlotte-Mecklenburg Police,6/2/2014 19:33,900 BLOCK TILDEN RD,Charlotte,North Carolina,35.27781,-80.951353,35.27781:-80.951353
FRAUD,20140602-1932-00,Charlotte-Mecklenburg Police,6/2/2014 19:32,14300 BLOCK WYNHOLLOW DOWNS LN,Charlotte,North Carolina,35.052171,-80.86764,35.052171:-80.86764
LARCENY-OTHER,20140602-1932-01,Charlotte-Mecklenburg Police,6/2/2014 19:32,6800 BLOCK STEELE CREEK RD,Charlotte,North Carolina,35.189199,-80.958859,35.189199:-80.958859
FRAUD,20140602-1931-01,Charlotte-Mecklenburg Police,6/2/2014 19:31,10700 BLOCK DAPPLE GREY LN,Charlotte,North Carolina,35.28982,-80.704973,35.28982:-80.704973
SUSPICIOUS PERSON,O0602192401,Charlotte-Mecklenburg Police,6/2/2014 19:24,9700 BLOCK BELLA MARCHE DR,Charlotte,North Carolina,35.200617,-80.686936,35.200617:-80.686936
NON-AGGRAVATED ASSAULT,20140602-1920-01,Charlotte-Mecklenburg Police,6/2/2014 19:20,3100 BLOCK NOBLES AV,Charlotte,North Carolina,35.209559,-80.915758,35.209559:-80.915758
SUSPICIOUS PERSON,O0602191400,Charlotte-Mecklenburg Police,6/2/2014 19:14,9700 BLOCK CALLABRIDGE CT,Charlotte,North Carolina,35.327777,-80.943229,35.327777:-80.943229
RESIDENTIAL BURGLARY,20140602-1911-03,Charlotte-Mecklenburg Police,6/2/2014 19:11,4000 BLOCK DOVER DOWNS DR,Charlotte,North Carolina,35.339651,-80.881569,35.339651:-80.881569
NON-AGGRAVATED ASSAULT,20140602-1911-01,Huntersville Police,6/2/2014 19:11,8600 BLOCK GLADE CT,Charlotte,North Carolina,35.098149,-80.766145,35.098149:-80.766145
FRAUD,20140602-1909-01,Charlotte-Mecklenburg Police,6/2/2014 19:09,2200 BLOCK WESTINGHOUSE BV,Charlotte,North Carolina,35.129735,-80.941791,35.129735:-80.941791
LARCENY FROM AUTO,20140602-1906-01,Huntersville Police,6/2/2014 19:06,9700 BLOCK KINCEY AV,Charlotte,North Carolina,35.403509,-80.866111,35.403509:-80.866111
LARCENY-OTHER,20140602-1904-00,Charlotte-Mecklenburg Police,6/2/2014 19:04,4700 BLOCK ARCHING OAK LN,Charlotte,North Carolina,35.191215,-80.769471,35.191215:-80.769471
SUSPICIOUS VEHICLE,O0602185800,Charlotte-Mecklenburg Police,6/2/2014 18:58,13700 BLOCK SAGE THRASHER LN,Charlotte,North Carolina,35.141756,-81.039384,35.141756:-81.039384
LARCENY FROM AUTO,20140602-1856-01,Charlotte-Mecklenburg Police,6/2/2014 18:56,2200 BLOCK BEATTIES FORD RD,Charlotte,North Carolina,35.264421,-80.853982,35.264421:-80.853982
SUSPICIOUS PERSON,O0602185400,Charlotte-Mecklenburg Police,6/2/2014 18:54,2600 BLOCK KENDRICK DR,Charlotte,North Carolina,35.25336,-80.951635,35.25336:-80.951635
SUSPICIOUS VEHICLE,O0602185301,Charlotte-Mecklenburg Police,6/2/2014 18:53,2400 BLOCK ROSY BILLED DR,Charlotte,North Carolina,35.335582,-80.736958,35.335582:-80.736958
SUSPICIOUS PERSON,O0602184901,Charlotte-Mecklenburg Police,6/2/2014 18:49,400 BLOCK E WORTHINGTON AV,Charlotte,North Carolina,35.2088,-80.856536,35.2088:-80.856536
SUSPICIOUS PERSON,O0602184802,Charlotte-Mecklenburg Police,6/2/2014 18:48,8700 BLOCK DEERWOOD RD,Charlotte,North Carolina,35.279972,-80.954998,35.279972:-80.954998
LARCENY-OTHER,20140602-1848-00,Charlotte-Mecklenburg Police,6/2/2014 18:48,2000 BLOCK BANGOR RD,Charlotte,North Carolina,35.151905,-80.917097,35.151905:-80.917097
SUSPICIOUS VEHICLE,O0602184200,Charlotte-Mecklenburg Police,6/2/2014 18:42,1800 BLOCK KENWOOD AV,Charlotte,North Carolina,35.222513,-80.804625,35.222513:-80.804625
STRONG ARM ROBBERY,20140602-1837-00,Charlotte-Mecklenburg Police,6/2/2014 18:37,1700 BLOCK EAGLES LANDING DR,Charlotte,North Carolina,35.264166,-80.927922,35.264166:-80.927922
SUSPICIOUS VEHICLE,O0602183406,Charlotte-Mecklenburg Police,6/2/2014 18:35,7400 BLOCK E INDEPENDENCE BV,Charlotte,North Carolina,35.160601,-80.738224,35.160601:-80.738224
NON-AGGRAVATED ASSAULT,20140602-1832-02,Charlotte-Mecklenburg Police,6/2/2014 18:32,6400 BLOCK DUPONT DR,Charlotte,North Carolina,35.148746,-80.880729,35.148746:-80.880729
LARCENY-OTHER,20140602-1827-02,Charlotte-Mecklenburg Police,6/2/2014 18:27,600 BLOCK AUSTIN DR,Charlotte,North Carolina,35.26733,-80.777137,35.26733:-80.777137
NON-AGGRAVATED ASSAULT,20140602-1824-01,Charlotte-Mecklenburg Police,6/2/2014 18:24,1000 BLOCK BEAUGARD DR,Charlotte,North Carolina,35.245991,-80.881217,35.245991:-80.881217
LARCENY FROM BUILDING,20140602-1822-00,Charlotte-Mecklenburg Police,6/2/2014 18:22,6800 BLOCK AUGUSTINE WY,Charlotte,North Carolina,35.092884,-80.738403,35.092884:-80.738403
SUSPICIOUS PERSON,O0602182102,Charlotte-Mecklenburg Police,6/2/2014 18:21,100 BLOCK CHEROKEE RD,Charlotte,North Carolina,35.202421,-80.823529,35.202421:-80.823529
SUSPICIOUS PERSON,O0602182101,Charlotte-Mecklenburg Police,6/2/2014 18:21,SEQUOIA GROVE LN & CLOS DU VAL RD,Charlotte,North Carolina,35.227087,-80.843127,35.227087:-80.843127
SUSPICIOUS PERSON,O0602181600,Charlotte-Mecklenburg Police,6/2/2014 18:16,800 BLOCK E 7TH ST,Charlotte,North Carolina,35.223531,-80.83314,35.223531:-80.83314
SUSPICIOUS PERSON,O0602181200,Charlotte-Mecklenburg Police,6/2/2014 18:12,2000 BLOCK SHERWOOD AV,Charlotte,North Carolina,35.194764,-80.836282,35.194764:-80.836282
LARCENY-SHOPLIFTING,20140602-1812-01,Charlotte-Mecklenburg Police,6/2/2014 18:12,9300 BLOCK N TRYON ST,Charlotte,North Carolina,35.31175,-80.743976,35.31175:-80.743976
AGGRAVATED ASSAULT-OTHER WEAPON,20140602-1807-02,Charlotte-Mecklenburg Police,6/2/2014 18:07,8100 BLOCK STRAWBERRY POINT DR,Charlotte,North Carolina,35.248782,-80.722559,35.248782:-80.722559
LARCENY-OTHER,20140602-1802-00,Charlotte-Mecklenburg Police,6/2/2014 18:02,100 BLOCK E MOREHEAD ST,Charlotte,North Carolina,35.220921,-80.851218,35.220921:-80.851218
SUSPICIOUS PERSON,O0602175602,Charlotte-Mecklenburg Police,6/2/2014 17:56,5900 BLOCK PROVIDENCE RD,Charlotte,North Carolina,35.131323,-80.782144,35.131323:-80.782144
POSSESSION OF MARIJUANA,20140602-1754-02,Charlotte-Mecklenburg Police,6/2/2014 17:54,6900 BLOCK LAWYERS RD,Charlotte,North Carolina,35.17813,-80.673562,35.17813:-80.673562
SUSPICIOUS VEHICLE,O0602174700,Charlotte-Mecklenburg Police,6/2/2014 17:47,11900 BLOCK SCOURIE LN,Charlotte,North Carolina,35.042818,-80.860438,35.042818:-80.860438
NON-AGGRAVATED ASSAULT,20140602-1737-02,Charlotte-Mecklenburg Police,6/2/2014 17:37,600 BLOCK E TRADE ST,Charlotte,North Carolina,35.222085,-80.838172,35.222085:-80.838172
SUSPICIOUS VEHICLE,O0602173101,Charlotte-Mecklenburg Police,6/2/2014 17:31,7900 BLOCK LITTLEJOHN CT,Charlotte,North Carolina,35.196792,-80.710951,35.196792:-80.710951
VANDALISM,20140602-1731-03,Charlotte-Mecklenburg Police,6/2/2014 17:31,2100 BLOCK SOUTHEND DR,Charlotte,North Carolina,35.206799,-80.860153,35.206799:-80.860153
NON-AGGRAVATED ASSAULT,20140602-1724-03,Charlotte-Mecklenburg Police,6/2/2014 17:24,6700 BLOCK LINDA LAKE DR,Charlotte,North Carolina,35.231993,-80.722509,35.231993:-80.722509
DRIVING WHILE IMPAIRED,20140602-1701-02,Charlotte-Mecklenburg Police,6/2/2014 17:01,3300 BLOCK PARK RD,Charlotte,North Carolina,35.185787,-80.85286,35.185787:-80.85286
VANDALISM,20140602-1654-02,Charlotte-Mecklenburg Police,6/2/2014 16:54,600 BLOCK ARCHDALE DR,Charlotte,North Carolina,35.152226,-80.892143,35.152226:-80.892143
LARCENY FROM AUTO,20140602-1645-02,Charlotte-Mecklenburg Police,6/2/2014 16:45,5700 BLOCK RUNNING WOOD LN,Charlotte,North Carolina,35.226195,-80.733693,35.226195:-80.733693
LARCENY-SHOPLIFTING,20140602-1641-00,Charlotte-Mecklenburg Police,6/2/2014 16:41,1600 BLOCK N GRAHAM ST,Charlotte,North Carolina,35.242974,-80.832892,35.242974:-80.832892
FRAUD,20140602-1641-03,Charlotte-Mecklenburg Police,6/2/2014 16:41,1500 BLOCK IVEY DR,Charlotte,North Carolina,35.218216,-80.797775,35.218216:-80.797775
NON-AGGRAVATED ASSAULT,20140602-1640-00,Charlotte-Mecklenburg Police,6/2/2014 16:40,1100 BLOCK W SUGAR CREEK RD,Charlotte,North Carolina,35.275392,-80.793187,35.275392:-80.793187
TRESPASS,20140602-1639-06,Charlotte-Mecklenburg Police,6/2/2014 16:39,100 BLOCK E WOODLAWN RD,Charlotte,North Carolina,35.178693,-80.883284,35.178693:-80.883284
LARCENY FROM AUTO,20140602-1639-02,Charlotte-Mecklenburg Police,6/2/2014 16:39,7700 BLOCK WALTHALL CT,Charlotte,North Carolina,35.128042,-80.853079,35.128042:-80.853079
LARCENY-SHOPLIFTING,20140602-1634-00,Charlotte-Mecklenburg Police,6/2/2014 16:34,4400 BLOCK RANDOLPH RD,Charlotte,North Carolina,35.178036,-80.80123,35.178036:-80.80123
FRAUD,20140602-1632-02,Charlotte-Mecklenburg Police,6/2/2014 16:32,6100 BLOCK FAIRVIEW RD,Charlotte,North Carolina,35.150419,-80.837515,35.150419:-80.837515
LARCENY-SHOPLIFTING,20140602-1628-00,Charlotte-Mecklenburg Police,6/2/2014 16:28,300 BLOCK E WOODLAWN RD,Charlotte,North Carolina,35.177349,-80.878888,35.177349:-80.878888
RESIDENTIAL BURGLARY,20140602-1628-02,Charlotte-Mecklenburg Police,6/2/2014 16:28,5700 BLOCK BRITTANY CT,Charlotte,North Carolina,35.137147,-80.782354,35.137147:-80.782354
NON-AGGRAVATED ASSAULT,20140602-1626-04,Charlotte-Mecklenburg Police,6/2/2014 16:26,200 BLOCK HAWTHORNE LN,Charlotte,North Carolina,35.212018,-80.824243,35.212018:-80.824243
AUTO THEFT,20140602-1623-02,Charlotte-Mecklenburg Police,6/2/2014 16:23,1300 BLOCK HUNTER OAKS LN,Charlotte,North Carolina,35.278635,-80.782555,35.278635:-80.782555
LARCENY-OTHER,20140602-1617-00,Charlotte-Mecklenburg Police,6/2/2014 16:17,7300 BLOCK GRIER RD,Charlotte,North Carolina,35.265121,-80.735682,35.265121:-80.735682
LARCENY FROM AUTO,20140602-1615-02,Charlotte-Mecklenburg Police,6/2/2014 16:15,6200 BLOCK SOUTH BV,Charlotte,North Carolina,35.151862,-80.876277,35.151862:-80.876277
RESIDENTIAL BURGLARY,20140602-1613-00,Charlotte-Mecklenburg Police,6/2/2014 16:13,1000 BLOCK ALLEGIANCE DR,Charlotte,North Carolina,35.148055,-80.901729,35.148055:-80.901729
SUSPICIOUS PERSON,O0602161001,Charlotte-Mecklenburg Police,6/2/2014 16:10,900 BLOCK HOMEWOOD PL,Charlotte,North Carolina,35.198014,-80.89083,35.198014:-80.89083
LARCENY FROM AUTO,20140602-1609-00,Charlotte-Mecklenburg Police,6/2/2014 16:09,1900 BLOCK W ARROWOOD RD,Charlotte,North Carolina,35.144318,-80.920967,35.144318:-80.920967
LARCENY-OTHER,20140602-1559-01,Charlotte-Mecklenburg Police,6/2/2014 15:59,1400 BLOCK BEATTIES FORD RD,Charlotte,North Carolina,35.256166,-80.855691,35.256166:-80.855691
SUSPICIOUS PERSON,O0602155902,Charlotte-Mecklenburg Police,6/2/2014 15:59,SOUTH HALL DR & BONNYRIGG CT,Charlotte,North Carolina,35.067242,-80.760431,35.067242:-80.760431
CONCEALED WEAPON-CUTTING INSTRUMENT,20140602-1559-00,Charlotte-Mecklenburg Police,6/2/2014 15:59,5800 BLOCK STATESVILLE RD,Charlotte,North Carolina,35.298806,-80.839369,35.298806:-80.839369
LARCENY-SHOPLIFTING,20140602-1552-00,Charlotte-Mecklenburg Police,6/2/2014 15:52,4400 BLOCK SHARON RD,Charlotte,North Carolina,35.153939,-80.831755,35.153939:-80.831755
RESIDENTIAL BURGLARY,20140602-1551-03,Charlotte-Mecklenburg Police,6/2/2014 15:51,7900 BLOCK TIFTON RD,Charlotte,North Carolina,35.085203,-80.852758,35.085203:-80.852758
LARCENY-SHOPLIFTING,20140602-1550-00,Huntersville Police,6/2/2014 15:50,16800 BLOCK STATESVILLE RD,Charlotte,North Carolina,35.35906,-80.839992,35.35906:-80.839992
NON-AGGRAVATED ASSAULT,20140602-1548-00,Charlotte-Mecklenburg Police,6/2/2014 15:48,4800 BLOCK FARM POND LN,Charlotte,North Carolina,35.214552,-80.735719,35.214552:-80.735719
LARCENY-OTHER,20140602-1542-01,Charlotte-Mecklenburg Police,6/2/2014 15:42,1300 BLOCK AMERON DR,Charlotte,North Carolina,35.266385,-80.81279,35.266385:-80.81279
NON-AGGRAVATED ASSAULT,20140602-1537-00,Charlotte-Mecklenburg Police,6/2/2014 15:37,500 BLOCK E 37TH ST,Charlotte,North Carolina,35.249085,-80.802157,35.249085:-80.802157
NON-AGGRAVATED ASSAULT,20140602-1530-01,Charlotte-Mecklenburg Police,6/2/2014 15:30,7700 BLOCK MONROE RD,Charlotte,North Carolina,35.164896,-80.75427,35.164896:-80.75427
VANDALISM,20140602-1524-01,Charlotte-Mecklenburg Police,6/2/2014 15:24,7600 BLOCK PETREA LN,Charlotte,North Carolina,35.217809,-80.721846,35.217809:-80.721846
POSSESSION OF MARIJUANA,20140602-1521-01,Charlotte-Mecklenburg Police,6/2/2014 15:21,4400 BLOCK S TRYON ST,Charlotte,North Carolina,35.186402,-80.886905,35.186402:-80.886905
SUSPICIOUS VEHICLE,O0602151901,Charlotte-Mecklenburg Police,6/2/2014 15:19,5600 BLOCK IDLEWILD RD,Charlotte,North Carolina,35.201065,-80.718718,35.201065:-80.718718
FRAUD,20140602-1518-03,Charlotte-Mecklenburg Police,6/2/2014 15:18,1400 BLOCK HARLAND ST,Charlotte,North Carolina,35.298454,-80.912867,35.298454:-80.912867
RESIDENTIAL BURGLARY,20140602-1516-00,Charlotte-Mecklenburg Police,6/2/2014 15:16,1900 BLOCK WINSTED CT,Charlotte,North Carolina,35.317854,-80.70139,35.317854:-80.70139
RESIDENTIAL BURGLARY,20140602-1506-01,Charlotte-Mecklenburg Police,6/2/2014 15:06,1900 BLOCK DELAWARE DR,Charlotte,North Carolina,35.227087,-80.843127,35.227087:-80.843127
LARCENY-OTHER,20140602-1504-02,Charlotte-Mecklenburg Police,6/2/2014 15:04,12100 BLOCK COPPER WY,Charlotte,North Carolina,35.069618,-80.844632,35.069618:-80.844632
NON-AGGRAVATED ASSAULT,20140602-1458-02,Charlotte-Mecklenburg Police,6/2/2014 14:58,5700 BLOCK ELECTRA LN,Charlotte,North Carolina,35.183463,-80.752868,35.183463:-80.752868
